unit_id,name,faction,points,quality,defense,models,matches,wins,losses,draws,win_rate,game_win_rate
13220,"Heavy Jetbike","MERGED ALL TXT",205,3,2,1,36502,19008,17417,77,52.0739,59.9907
13219,"Heavy Jetbike","MERGED ALL TXT",205,3,2,1,36502,18364,18047,91,50.3096,58.7067
13218,"Heavy Jetbike","MERGED ALL TXT",185,3,2,1,36502,17434,18943,125,47.7618,57.3926
13217,"Great Elemental","MERGED ALL TXT",415,3,2,1,36502,34313,2189,0,94.0031,93.4139
13216,"Great Elemental","MERGED ALL TXT",400,3,2,1,36502,34005,2496,1,93.1593,92.759
13215,"Great Elemental","MERGED ALL TXT",340,3,2,1,36502,32414,4083,5,88.8006,89.6398
13214,"Great Elemental","MERGED ALL TXT",350,3,2,1,36502,29650,6850,2,81.2284,85.0895
13213,"Great Elemental","MERGED ALL TXT",380,3,2,1,36502,34018,2482,2,93.1949,92.8312
13212,"Great Elemental","MERGED ALL TXT",350,3,2,1,36502,32492,4009,1,89.0143,89.6674
13211,"Great Elemental","MERGED ALL TXT",395,3,2,1,36502,34293,2209,0,93.9483,93.4885
13210,"Great Elemental","MERGED ALL TXT",360,3,2,1,36502,29704,6795,3,81.3764,85.2432
13209,"Great Elemental","MERGED ALL TXT",375,3,2,1,36502,32026,4474,2,87.7377,89.5431
13208,"Great Elemental","MERGED ALL TXT",350,3,2,1,36502,32448,4052,2,88.8938,89.7001
13207,"Great Elemental","MERGED ALL TXT",340,3,2,1,36502,32519,3983,0,89.0883,89.8819
13206,"Great Elemental","MERGED ALL TXT",340,3,2,1,36502,29554,6947,1,80.9654,85.2742
13205,"Great Elemental","MERGED ALL TXT",365,3,2,1,36502,31929,4571,2,87.4719,89.4071
13204,"Great Elemental","MERGED ALL TXT",360,3,2,1,36502,32541,3959,2,89.1485,89.6913
13203,"Great Elemental","MERGED ALL TXT",360,3,2,1,36502,32468,4032,2,88.9486,89.6641
13202,"Great Elemental","MERGED ALL TXT",390,3,2,1,36502,34109,2392,1,93.4442,92.956
13201,"Great Elemental","MERGED ALL TXT",405,3,2,1,36502,34321,2181,0,94.025,93.469
13200,"Great Elemental","MERGED ALL TXT",385,3,2,1,36502,31958,4541,3,87.5514,89.2902
13199,"Gliders","MERGED ALL TXT",200,3,4,5,36502,14128,22286,88,38.7047,33.8568
13198,"Gliders","MERGED ALL TXT",150,3,4,5,36502,11722,24769,11,32.1133,32.2108
13197,"Gliders","MERGED ALL TXT",185,3,4,5,36502,13802,22619,81,37.8116,33.6436
13196,"Gliders","MERGED ALL TXT",195,3,4,5,36502,16126,20326,50,44.1784,37.0658
13195,"Gliders","MERGED ALL TXT",195,3,4,5,36502,15726,20718,58,43.0826,36.7506
13194,"Gliders","MERGED ALL TXT",220,3,4,5,36502,17620,18834,48,48.2713,40.0517
13193,"Gliders","MERGED ALL TXT",160,3,4,5,36502,11994,24407,101,32.8585,31.4268
13192,"Gliders","MERGED ALL TXT",205,3,4,5,36502,17423,19050,29,47.7316,39.711
13191,"Gliders","MERGED ALL TXT",210,3,4,5,36502,16292,20155,55,44.6332,37.2592
13190,"Gliders","MERGED ALL TXT",170,3,4,5,36502,14203,22217,82,38.9102,35.217
13189,"Gliders","MERGED ALL TXT",160,3,4,5,36502,13866,22634,2,37.987,36.6507
13188,"Gliders","MERGED ALL TXT",210,3,4,5,36502,15981,20475,46,43.7812,37.1846
13187,"Elven Noble","MERGED ALL TXT",75,3,4,1,36502,5649,30842,11,15.4759,17.0831
13186,"Elven Noble","MERGED ALL TXT",60,3,4,1,36502,2157,34340,5,5.90927,6.17673
13185,"Elven Noble","MERGED ALL TXT",45,3,4,1,36502,895,35599,8,2.45192,3.19603
13184,"Elven Noble","MERGED ALL TXT",65,3,4,1,36502,4817,31673,12,13.1965,15.1284
13183,"Elven Noble","MERGED ALL TXT",75,3,4,1,36502,2121,34369,12,5.81064,5.59523
13182,"Elven Noble","MERGED ALL TXT",80,3,4,1,36502,4203,32281,18,11.5144,16.4392
13181,"Elven Noble","MERGED ALL TXT",95,3,4,1,36502,7043,29454,5,19.2948,19.8984
13180,"Elven Noble","MERGED ALL TXT",85,3,4,1,36502,6739,29749,14,18.462,24.6058
13179,"Elven Noble","MERGED ALL TXT",55,3,4,1,36502,2774,33715,13,7.59958,9.36955
13178,"Elven Noble","MERGED ALL TXT",80,3,4,1,36502,5404,31087,11,14.8047,16.28
13177,"Elven Noble","MERGED ALL TXT",115,3,4,1,36502,5995,30486,21,16.4238,19.7499
13176,"Elven Noble","MERGED ALL TXT",65,3,4,1,36502,3753,32735,14,10.2816,14.6807
13175,"Elven Noble","MERGED ALL TXT",110,3,4,1,36502,2785,33644,73,7.62972,8.36666
13174,"Elven Noble","MERGED ALL TXT",70,3,4,1,36502,4755,31738,9,13.0267,15.0272
13173,"Elven Noble","MERGED ALL TXT",65,3,4,1,36502,3126,33362,14,8.56391,10.2372
13172,"Elven Noble","MERGED ALL TXT",75,3,4,1,36502,8583,27904,15,23.5138,31.1689
13171,"Elven Noble","MERGED ALL TXT",75,3,4,1,36502,7980,28513,9,21.8618,29.7893
13170,"Elven Noble","MERGED ALL TXT",40,3,4,1,36502,902,35595,5,2.4711,3.2314
13169,"Elven Noble","MERGED ALL TXT",100,3,4,1,36502,8769,27723,10,24.0233,32.2809
13168,"Elven Noble","MERGED ALL TXT",50,3,4,1,36502,1159,35339,4,3.17517,3.92029
13167,"Elven Noble","MERGED ALL TXT",65,3,4,1,36502,3052,33442,8,8.36119,9.10215
13166,"Elven Noble","MERGED ALL TXT",105,3,4,1,36502,2608,33838,56,7.14481,7.72715
13165,"Elven Noble","MERGED ALL TXT",60,3,4,1,36502,3325,33171,6,9.10909,10.6768
13164,"Elven Noble","MERGED ALL TXT",75,3,4,1,36502,5241,31256,5,14.3581,16.0249
13163,"Elven Noble","MERGED ALL TXT",70,3,4,1,36502,2450,34020,32,6.71196,10.6644
13162,"Elven Noble","MERGED ALL TXT",100,3,4,1,36502,1732,34696,74,4.74495,3.10632
13161,"Elven Noble","MERGED ALL TXT",45,3,4,1,36502,1050,35436,16,2.87655,3.45565
13160,"Elven Noble","MERGED ALL TXT",115,3,4,1,36502,3826,32613,63,10.4816,13.0497
13159,"Elven Noble","MERGED ALL TXT",60,3,4,1,36502,1509,34990,3,4.13402,5.08988
13158,"Elven Noble","MERGED ALL TXT",105,3,4,1,36502,5819,30654,29,15.9416,19.4702
13157,"Elven Noble","MERGED ALL TXT",65,3,4,1,36502,1052,35439,11,2.88203,2.32477
13156,"Elven Noble","MERGED ALL TXT",75,3,4,1,36502,1822,34671,9,4.99151,5.45911
13155,"Elven Noble","MERGED ALL TXT",60,3,4,1,36502,2096,34402,4,5.74215,6.18033
13154,"Elven Noble","MERGED ALL TXT",95,3,4,1,36502,8882,27611,9,24.3329,32.6637
13153,"Elven Noble","MERGED ALL TXT",75,3,4,1,36502,2575,33920,7,7.05441,7.6512
13152,"Elven Noble","MERGED ALL TXT",75,3,4,1,36502,2647,33852,3,7.25166,7.93367
13151,"Elven Noble","MERGED ALL TXT",115,3,4,1,36502,9391,27100,11,25.7274,33.8972
13150,"Elven Noble","MERGED ALL TXT",100,3,4,1,36502,2799,33676,27,7.66807,11.6992
13149,"Elven Noble","MERGED ALL TXT",115,3,4,1,36502,6120,30364,18,16.7662,20.2204
13148,"Elven Noble","MERGED ALL TXT",105,3,4,1,36502,4431,32058,13,12.1391,17.6719
13147,"Elven Noble","MERGED ALL TXT",55,3,4,1,36502,1521,34967,14,4.16689,4.93546
13146,"Elven Noble","MERGED ALL TXT",80,3,4,1,36502,5429,31065,8,14.8732,16.3805
13145,"Elven Noble","MERGED ALL TXT",80,3,4,1,36502,3717,32783,2,10.183,11.6193
13144,"Elven Noble","MERGED ALL TXT",85,3,4,1,36502,3961,32537,4,10.8515,12.1171
13143,"Elven Noble","MERGED ALL TXT",80,3,4,1,36502,7857,28628,17,21.5248,29.3903
13142,"Elven Noble","MERGED ALL TXT",80,3,4,1,36502,3853,32643,6,10.5556,11.9182
13141,"Elven Noble","MERGED ALL TXT",110,3,4,1,36502,4571,31906,25,12.5226,17.1726
13140,"Elven Noble","MERGED ALL TXT",105,3,4,1,36502,2921,33553,28,8.0023,12.2605
13139,"Elven Noble","MERGED ALL TXT",95,3,4,1,36502,4378,32110,14,11.9939,17.3779
13138,"Elven Noble","MERGED ALL TXT",70,3,4,1,36502,4614,31866,22,12.6404,17.4431
13137,"Elven Noble","MERGED ALL TXT",85,3,4,1,36502,3996,32500,6,10.9473,9.2024
13136,"Elven Noble","MERGED ALL TXT",60,3,4,1,36502,4447,32043,12,12.1829,16.7559
13135,"Elven Noble","MERGED ALL TXT",80,3,4,1,36502,6824,29665,13,18.6949,24.7837
13134,"Elven Noble","MERGED ALL TXT",45,3,4,1,36502,576,35916,10,1.578,2.27425
13133,"Elven Noble","MERGED ALL TXT",105,3,4,1,36502,11234,25257,11,30.7764,38.6463
13132,"Elven Noble","MERGED ALL TXT",95,3,4,1,36502,10938,25549,15,29.9655,38.3197
13131,"Elven Noble","MERGED ALL TXT",70,3,4,1,36502,1636,34855,11,4.48195,4.92151
13130,"Elven Noble","MERGED ALL TXT",85,3,4,1,36502,5932,30566,4,16.2512,17.4399
13129,"Elven Noble","MERGED ALL TXT",75,3,4,1,36502,2735,33747,20,7.49274,11.8894
13128,"Elven Noble","MERGED ALL TXT",80,3,4,1,36502,5291,31201,10,14.4951,16.3645
13127,"Elven Noble","MERGED ALL TXT",100,3,4,1,36502,10896,25595,11,29.8504,38.071
13126,"Elven Noble","MERGED ALL TXT",65,3,4,1,36502,7907,28582,13,21.6618,29.4526
13125,"Elven Noble","MERGED ALL TXT",75,3,4,1,36502,3289,33203,10,9.01047,10.5083
13124,"Elven Noble","MERGED ALL TXT",110,3,4,1,36502,3743,32678,81,10.2542,13.6095
13123,"Elven Noble","MERGED ALL TXT",100,3,4,1,36502,5710,30780,12,15.643,19.3123
13122,"Elven Noble","MERGED ALL TXT",60,3,4,1,36502,8428,28063,11,23.0891,30.5752
13121,"Elven Noble","MERGED ALL TXT",75,3,4,1,36502,3448,33045,9,9.44606,10.8648
13120,"Elven Noble","MERGED ALL TXT",60,3,4,1,36502,2664,33835,3,7.29823,8.71573
13119,"Elven Noble","MERGED ALL TXT",55,3,4,1,36502,4483,32002,17,12.2815,16.9999
13118,"Elven Noble","MERGED ALL TXT",100,3,4,1,36502,5859,30629,14,16.0512,18.3521
13117,"Elven Noble","MERGED ALL TXT",90,3,4,1,36502,6145,30352,5,16.8347,18.1293
13116,"Elven Noble","MERGED ALL TXT",80,3,4,1,36502,7973,28517,12,21.8426,29.626
13115,"Elven Noble","MERGED ALL TXT",70,3,4,1,36502,7769,28722,11,21.2838,29.0951
13114,"Elven Noble","MERGED ALL TXT",65,3,4,1,36502,3439,33059,4,9.4214,10.9693
13113,"Elven Noble","MERGED ALL TXT",95,3,4,1,36502,7103,29381,18,19.4592,25.4471
13112,"Elven Noble","MERGED ALL TXT",70,3,4,1,36502,8750,27739,13,23.9713,31.7821
13111,"Elven Noble","MERGED ALL TXT",75,3,4,1,36502,3928,32564,10,10.7611,15.4129
13110,"Elven Noble","MERGED ALL TXT",60,3,4,1,36502,1101,35388,13,3.01627,3.39958
13109,"Elven Noble","MERGED ALL TXT",70,3,4,1,36502,4998,31488,16,13.6924,18.1251
13108,"Elven Noble","MERGED ALL TXT",90,3,4,1,36502,3387,33112,3,9.27894,9.06816
13107,"Elven Noble","MERGED ALL TXT",105,3,4,1,36502,9130,27362,10,25.0123,33.2117
13106,"Elven Noble","MERGED ALL TXT",85,3,4,1,36502,3908,32587,7,10.7063,12.41
13105,"Elven Noble","MERGED ALL TXT",60,3,4,1,36502,1736,34758,8,4.7559,5.44847
13104,"Elven Noble","MERGED ALL TXT",95,3,4,1,36502,6796,29689,17,18.6182,24.8469
13103,"Elven Noble","MERGED ALL TXT",70,3,4,1,36502,3398,33094,10,9.30908,10.914
13102,"Elven Noble","MERGED ALL TXT",80,3,4,1,36502,9061,27432,9,24.8233,31.9275
13101,"Elven Noble","MERGED ALL TXT",60,3,4,1,36502,1256,35230,16,3.44091,3.46706
13100,"Elven Noble","MERGED ALL TXT",70,3,4,1,36502,1789,34699,14,4.9011,4.86783
13099,"Elven Noble","MERGED ALL TXT",65,3,4,1,36502,4736,31748,18,12.9746,17.778
13098,"Elven Noble","MERGED ALL TXT",70,3,4,1,36502,4353,32141,8,11.9254,13.0713
13097,"Elven Noble","MERGED ALL TXT",50,3,4,1,36502,2894,33602,6,7.92833,9.71439
13096,"Elven Noble","MERGED ALL TXT",50,3,4,1,36502,1243,35251,8,3.40529,4.00213
13095,"Elven Noble","MERGED ALL TXT",85,3,4,1,36502,10710,25784,8,29.3409,37.9593
13094,"Elven Noble","MERGED ALL TXT",80,3,4,1,36502,3592,32907,3,9.84056,9.29412
13093,"Elven Noble","MERGED ALL TXT",55,3,4,1,36502,2369,34133,0,6.49006,7.36564
13092,"Elven Noble","MERGED ALL TXT",90,3,4,1,36502,10754,25735,13,29.4614,37.7659
13091,"Elven Noble","MERGED ALL TXT",50,3,4,1,36502,1376,35123,3,3.76966,4.67487
13090,"Elven Noble","MERGED ALL TXT",60,3,4,1,36502,1817,34652,33,4.97781,8.66922
13089,"Elven Noble","MERGED ALL TXT",120,3,4,1,36502,4518,31920,64,12.3774,13.1767
13088,"Elven Noble","MERGED ALL TXT",65,3,4,1,36502,2614,33888,0,7.16125,8.59635
13087,"Elven Noble","MERGED ALL TXT",80,3,4,1,36502,3034,33463,5,8.31187,8.96805
13086,"Elven Noble","MERGED ALL TXT",75,3,4,1,36502,4691,31798,13,12.8514,16.7881
13085,"Elven Noble","MERGED ALL TXT",65,3,4,1,36502,8499,27986,17,23.2837,30.5971
13084,"Elven Noble","MERGED ALL TXT",80,3,4,1,36502,3534,32958,10,9.68166,11.05
13083,"Elven Noble","MERGED ALL TXT",110,3,4,1,36502,9163,27323,16,25.1027,33.6396
13082,"Elven Noble","MERGED ALL TXT",70,3,4,1,36502,2977,33505,20,8.15572,9.92957
13081,"Elven Noble","MERGED ALL TXT",65,3,4,1,36502,3409,33083,10,9.33921,11.0605
13080,"Elven Noble","MERGED ALL TXT",95,3,4,1,36502,2116,34316,70,5.79694,5.72249
13079,"Elven Noble","MERGED ALL TXT",90,3,4,1,36502,6061,30440,1,16.6046,18.2169
13078,"Elven Noble","MERGED ALL TXT",90,3,4,1,36502,7149,29337,16,19.5852,25.6393
13077,"Elven Noble","MERGED ALL TXT",100,3,4,1,36502,11135,25357,10,30.5052,38.497
13076,"Elven Noble","MERGED ALL TXT",85,3,4,1,36502,3380,33114,8,9.25977,9.08464
13075,"Elven Noble","MERGED ALL TXT",65,3,4,1,36502,882,35598,22,2.41631,2.34383
13074,"Elven Noble","MERGED ALL TXT",55,3,4,1,36502,1337,35161,4,3.66281,4.55254
13073,"Elven Noble","MERGED ALL TXT",110,3,4,1,36502,8908,27581,13,24.4041,33.1155
13072,"Elven Noble","MERGED ALL TXT",85,3,4,1,36502,8410,28083,9,23.0398,30.2153
13071,"Elven Noble","MERGED ALL TXT",55,3,4,1,36502,1552,34948,2,4.25182,5.14404
13070,"Elven Noble","MERGED ALL TXT",90,3,4,1,36502,2005,34478,19,5.49285,9.4928
13069,"Elven Noble","MERGED ALL TXT",110,3,4,1,36502,6063,30411,28,16.61,20.3113
13068,"Elven Noble","MERGED ALL TXT",75,3,4,1,36502,8678,27809,15,23.774,30.9755
13067,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,2717,33779,6,7.44343,9.91828
13066,"Elite Protector","MERGED ALL TXT",45,4,5,1,36502,1412,35089,1,3.86828,4.10686
13065,"Elite Protector","MERGED ALL TXT",35,4,5,1,36502,442,36055,5,1.21089,1.63544
13064,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,2939,33559,4,8.05161,11.1699
13063,"Elite Protector","MERGED ALL TXT",65,4,5,1,36502,915,35578,9,2.50671,2.74662
13062,"Elite Protector","MERGED ALL TXT",65,4,5,1,36502,2613,33878,11,7.15851,13.1058
13061,"Elite Protector","MERGED ALL TXT",75,4,5,1,36502,3879,32617,6,10.6268,12.5062
13060,"Elite Protector","MERGED ALL TXT",65,4,5,1,36502,3181,33312,9,8.71459,14.5329
13059,"Elite Protector","MERGED ALL TXT",45,4,5,1,36502,1309,35182,11,3.5861,5.0623
13058,"Elite Protector","MERGED ALL TXT",60,4,5,1,36502,2615,33875,12,7.16399,9.51386
13057,"Elite Protector","MERGED ALL TXT",85,4,5,1,36502,3751,32741,10,10.2761,14.5331
13056,"Elite Protector","MERGED ALL TXT",50,4,5,1,36502,1835,34655,12,5.02712,8.36416
13055,"Elite Protector","MERGED ALL TXT",85,4,5,1,36502,1441,35021,40,3.94773,4.85725
13054,"Elite Protector","MERGED ALL TXT",60,4,5,1,36502,2840,33653,9,7.7804,11.1245
13053,"Elite Protector","MERGED ALL TXT",50,4,5,1,36502,1725,34763,14,4.72577,6.1643
13052,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,4546,31945,11,12.4541,20.3031
13051,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,4192,32300,10,11.4843,18.9725
13050,"Elite Protector","MERGED ALL TXT",30,4,5,1,36502,437,36063,2,1.19719,1.64122
13049,"Elite Protector","MERGED ALL TXT",95,4,5,1,36502,6310,30182,10,17.2867,28.1065
13048,"Elite Protector","MERGED ALL TXT",40,4,5,1,36502,535,35963,4,1.46567,1.81424
13047,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,2094,34403,5,5.73667,6.6704
13046,"Elite Protector","MERGED ALL TXT",75,4,5,1,36502,1380,35075,47,3.78061,4.36869
13045,"Elite Protector","MERGED ALL TXT",45,4,5,1,36502,1752,34743,7,4.79974,6.04605
13044,"Elite Protector","MERGED ALL TXT",60,4,5,1,36502,3309,33186,7,9.06526,12.0183
13043,"Elite Protector","MERGED ALL TXT",50,4,5,1,36502,1085,35391,26,2.97244,6.23806
13042,"Elite Protector","MERGED ALL TXT",75,4,5,1,36502,845,35624,33,2.31494,1.56892
13041,"Elite Protector","MERGED ALL TXT",35,4,5,1,36502,496,36000,6,1.35883,1.74425
13040,"Elite Protector","MERGED ALL TXT",90,4,5,1,36502,2691,33771,40,7.3722,11.1954
13039,"Elite Protector","MERGED ALL TXT",50,4,5,1,36502,742,35758,2,2.03277,2.65077
13038,"Elite Protector","MERGED ALL TXT",80,4,5,1,36502,3453,33029,20,9.45976,13.6197
13037,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,395,36096,11,1.08213,0.941213
13036,"Elite Protector","MERGED ALL TXT",60,4,5,1,36502,887,35604,11,2.43,2.77571
13035,"Elite Protector","MERGED ALL TXT",45,4,5,1,36502,1324,35173,5,3.6272,3.99887
13034,"Elite Protector","MERGED ALL TXT",90,4,5,1,36502,6412,30086,4,17.5662,28.5727
13033,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,1751,34747,4,4.797,5.51168
13032,"Elite Protector","MERGED ALL TXT",60,4,5,1,36502,1655,34842,5,4.534,5.45598
13031,"Elite Protector","MERGED ALL TXT",110,4,5,1,36502,6643,29858,1,18.199,28.841
13030,"Elite Protector","MERGED ALL TXT",90,4,5,1,36502,1641,34840,21,4.49564,8.66423
13029,"Elite Protector","MERGED ALL TXT",90,4,5,1,36502,3592,32896,14,9.84056,14.0514
13028,"Elite Protector","MERGED ALL TXT",95,4,5,1,36502,3537,32960,5,9.68988,16.8747
13027,"Elite Protector","MERGED ALL TXT",40,4,5,1,36502,718,35774,10,1.96702,2.5498
13026,"Elite Protector","MERGED ALL TXT",70,4,5,1,36502,3298,33201,3,9.03512,12.0546
13025,"Elite Protector","MERGED ALL TXT",60,4,5,1,36502,2342,34152,8,6.41609,7.55199
13024,"Elite Protector","MERGED ALL TXT",65,4,5,1,36502,1916,34579,7,5.24903,6.58369
13023,"Elite Protector","MERGED ALL TXT",60,4,5,1,36502,4176,32317,9,11.4405,19.0371
13022,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,1779,34714,9,4.87371,6.30736
13021,"Elite Protector","MERGED ALL TXT",105,4,5,1,36502,3221,33270,11,8.82417,14.9184
13020,"Elite Protector","MERGED ALL TXT",100,4,5,1,36502,1639,34842,21,4.49016,8.61954
13019,"Elite Protector","MERGED ALL TXT",90,4,5,1,36502,3337,33157,8,9.14196,16.2573
13018,"Elite Protector","MERGED ALL TXT",50,4,5,1,36502,2482,34006,14,6.79963,10.9622
13017,"Elite Protector","MERGED ALL TXT",75,4,5,1,36502,2669,33828,5,7.31193,6.82963
13016,"Elite Protector","MERGED ALL TXT",45,4,5,1,36502,2209,34282,11,6.05172,10.0288
13015,"Elite Protector","MERGED ALL TXT",60,4,5,1,36502,3269,33217,16,8.95567,14.7987
13014,"Elite Protector","MERGED ALL TXT",35,4,5,1,36502,207,36287,8,0.567092,0.860392
13013,"Elite Protector","MERGED ALL TXT",85,4,5,1,36502,6289,30206,7,17.2292,26.6205
13012,"Elite Protector","MERGED ALL TXT",70,4,5,1,36502,5901,30597,4,16.1662,25.4831
13011,"Elite Protector","MERGED ALL TXT",50,4,5,1,36502,775,35713,14,2.12317,2.46535
13010,"Elite Protector","MERGED ALL TXT",60,4,5,1,36502,3047,33448,7,8.34749,10.7379
13009,"Elite Protector","MERGED ALL TXT",60,4,5,1,36502,1189,35289,24,3.25736,6.65899
13008,"Elite Protector","MERGED ALL TXT",65,4,5,1,36502,3592,32907,3,9.84056,12.649
13007,"Elite Protector","MERGED ALL TXT",75,4,5,1,36502,5944,30550,8,16.284,26.0623
13006,"Elite Protector","MERGED ALL TXT",50,4,5,1,36502,4085,32408,9,11.1912,18.8198
13005,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,1376,35118,8,3.76966,5.39767
13004,"Elite Protector","MERGED ALL TXT",80,4,5,1,36502,2551,33924,27,6.98866,11.0217
13003,"Elite Protector","MERGED ALL TXT",75,4,5,1,36502,3487,32997,18,9.5529,13.9827
13002,"Elite Protector","MERGED ALL TXT",45,4,5,1,36502,4389,32102,11,12.024,20.0035
13001,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,1887,34608,7,5.16958,6.43791
13000,"Elite Protector","MERGED ALL TXT",50,4,5,1,36502,1917,34582,3,5.25177,6.34074
12999,"Elite Protector","MERGED ALL TXT",40,4,5,1,36502,2308,34183,11,6.32294,10.2843
12998,"Elite Protector","MERGED ALL TXT",80,4,5,1,36502,3274,33208,20,8.96937,14.5245
12997,"Elite Protector","MERGED ALL TXT",70,4,5,1,36502,3048,33446,8,8.35023,10.741
12996,"Elite Protector","MERGED ALL TXT",65,4,5,1,36502,4181,32315,6,11.4542,18.8491
12995,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,3922,32565,15,10.7446,18.0925
12994,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,1788,34703,11,4.89836,6.16327
12993,"Elite Protector","MERGED ALL TXT",75,4,5,1,36502,3540,32952,10,9.6981,15.5835
12992,"Elite Protector","MERGED ALL TXT",50,4,5,1,36502,4546,31945,11,12.4541,20.3789
12991,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,2178,34307,17,5.9668,9.32566
12990,"Elite Protector","MERGED ALL TXT",45,4,5,1,36502,546,35948,8,1.49581,1.66675
12989,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,2520,33973,9,6.90373,10.9756
12988,"Elite Protector","MERGED ALL TXT",70,4,5,1,36502,2257,34240,5,6.18322,6.66927
12987,"Elite Protector","MERGED ALL TXT",95,4,5,1,36502,6455,30038,9,17.684,28.5075
12986,"Elite Protector","MERGED ALL TXT",60,4,5,1,36502,2160,34337,5,5.91748,7.23559
12985,"Elite Protector","MERGED ALL TXT",50,4,5,1,36502,765,35725,12,2.09578,2.7653
12984,"Elite Protector","MERGED ALL TXT",70,4,5,1,36502,3420,33071,11,9.36935,15.2916
12983,"Elite Protector","MERGED ALL TXT",50,4,5,1,36502,1630,34864,8,4.46551,5.90046
12982,"Elite Protector","MERGED ALL TXT",65,4,5,1,36502,4897,31599,6,13.4157,21.1807
12981,"Elite Protector","MERGED ALL TXT",50,4,5,1,36502,550,35946,6,1.50677,1.73978
12980,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,841,35654,7,2.30398,2.51366
12979,"Elite Protector","MERGED ALL TXT",45,4,5,1,36502,2499,33993,10,6.8462,11.1177
12978,"Elite Protector","MERGED ALL TXT",60,4,5,1,36502,2588,33907,7,7.09002,8.18295
12977,"Elite Protector","MERGED ALL TXT",40,4,5,1,36502,1492,35003,7,4.08745,5.46305
12976,"Elite Protector","MERGED ALL TXT",40,4,5,1,36502,512,35986,4,1.40266,1.76907
12975,"Elite Protector","MERGED ALL TXT",65,4,5,1,36502,5845,30651,6,16.0128,25.5442
12974,"Elite Protector","MERGED ALL TXT",70,4,5,1,36502,2453,34043,6,6.72018,6.72998
12973,"Elite Protector","MERGED ALL TXT",40,4,5,1,36502,1604,34897,1,4.39428,5.28732
12972,"Elite Protector","MERGED ALL TXT",70,4,5,1,36502,5755,30744,3,15.7663,25.3696
12971,"Elite Protector","MERGED ALL TXT",35,4,5,1,36502,654,35844,4,1.79168,2.46994
12970,"Elite Protector","MERGED ALL TXT",45,4,5,1,36502,840,35629,33,2.30124,4.90056
12969,"Elite Protector","MERGED ALL TXT",95,4,5,1,36502,2961,33506,35,8.11188,11.2381
12968,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,1907,34594,1,5.22437,6.32624
12967,"Elite Protector","MERGED ALL TXT",65,4,5,1,36502,2116,34381,5,5.79694,6.57727
12966,"Elite Protector","MERGED ALL TXT",60,4,5,1,36502,2774,33711,17,7.59958,13.152
12965,"Elite Protector","MERGED ALL TXT",50,4,5,1,36502,4313,32179,10,11.8158,19.6209
12964,"Elite Protector","MERGED ALL TXT",65,4,5,1,36502,1916,34577,9,5.24903,6.57606
12963,"Elite Protector","MERGED ALL TXT",105,4,5,1,36502,6458,30037,7,17.6922,28.4421
12962,"Elite Protector","MERGED ALL TXT",55,4,5,1,36502,1533,34953,16,4.19977,5.74321
12961,"Elite Protector","MERGED ALL TXT",50,4,5,1,36502,2030,34461,11,5.56134,6.91075
12960,"Elite Protector","MERGED ALL TXT",70,4,5,1,36502,1135,35329,38,3.10942,3.17686
12959,"Elite Protector","MERGED ALL TXT",65,4,5,1,36502,3302,33194,6,9.04608,11.5191
12958,"Elite Protector","MERGED ALL TXT",65,4,5,1,36502,3443,33046,13,9.43236,15.4403
12957,"Elite Protector","MERGED ALL TXT",80,4,5,1,36502,5994,30497,11,16.421,26.0337
12956,"Elite Protector","MERGED ALL TXT",70,4,5,1,36502,2230,34267,5,6.10925,6.65718
12955,"Elite Protector","MERGED ALL TXT",50,4,5,1,36502,299,36194,9,0.819133,0.860351
12954,"Elite Protector","MERGED ALL TXT",40,4,5,1,36502,671,35828,3,1.83826,2.392
12953,"Elite Protector","MERGED ALL TXT",100,4,5,1,36502,6426,30069,7,17.6045,28.2534
12952,"Elite Protector","MERGED ALL TXT",70,4,5,1,36502,4503,31993,6,12.3363,19.9555
12951,"Elite Protector","MERGED ALL TXT",45,4,5,1,36502,713,35786,3,1.95332,2.60242
12950,"Elite Protector","MERGED ALL TXT",85,4,5,1,36502,1214,35266,22,3.32585,7.06664
12949,"Elite Protector","MERGED ALL TXT",80,4,5,1,36502,3581,32909,12,9.81042,13.9879
12948,"Elite Protector","MERGED ALL TXT",60,4,5,1,36502,4674,31817,11,12.8048,20.7167
12947,"Elemental Strikers","MERGED ALL TXT",265,3,3,3,36502,27793,8708,1,76.141,76.714
12946,"Elemental Strikers","MERGED ALL TXT",260,3,3,3,36502,26968,9531,3,73.8809,74.5352
