rule_name,has_match,first_match_line,context,Is a spell
Increased Shooting Range Buff,TRUE,6112555,"Attack Vehicle [FID:79EA7B6E] [BKT:7FCCB8E8] [1] Q4+ D2+ | 220pts | Fanatic, Fast, Impact(3), Inc...",n
Increased Shooting Range Mark,TRUE,1145938,"Dragon Speeder [FID:4E816365] [BKT:C9CDDCDF] [1] Q4+ D2+ | 220pts | Clan Warrior, Fast, Impact(3)...",n
Indirect Mark,TRUE,401227,"Annihilators [FID:12CCD353] [BKT:7A599611] [3] Q3+ D3+ | 395pts | Ambush, Indirect Mark, Self-Rep...",n
Indirect when Shooting Aura,TRUE,859951,"Champion of Change [FID:36064B09] [BKT:835FFFCD] [1] Q4+ D4+ | 175pts | Ambush Aura, Changebound,...",n
Infected,TRUE,6673283,"great infected sword (A6, Butcher), great plague gauntlet (A6, AP(3), Bane), stomp (A4, AP(1))",n
Infected Boost Aura,TRUE,7438300,"Great Hunter [FID:E1E77FAF] [BKT:B5D802AB] [1] Q3+ D4+ | 125pts | Ambush, Hero, Infected, Infecte...",n
Infiltrate,TRUE,401368,"Flesh-Eaters [FID:12CCD353] [BKT:5A67BED5] [5] Q3+ D4+ | 130pts | Fear(1), Infiltrate, Self-Repai...",n
Infiltrate Aura,TRUE,7246525,"Hadrund oth Irnwuld [FID:CD802E72] [BKT:95D7D85B] [1] Q3+ D3+ | 115pts | Fearless, Fortified, Her...",n
Infuse Bloodthirst,FALSE,,,y
Inquisitorial Agent,TRUE,7618396,"Acolyte Henchmen [FID:F942A026] [BKT:9496E98C] [3] Q5+ D5+ | 100pts | Fearless, Inquisitorial Age...",n
Insidious Protection,FALSE,,,y
Inspiring Bots,FALSE,,,y
Instinctive,TRUE,807151,"Commandos [FID:30692FBB] [BKT:43364965] [5] Q5+ D6+ | 330pts | Good Shot, Instinctive, Mischievou...",n
Jaguar Blaze,FALSE,,,y
Killing Blow,FALSE,,,y
Knight Dome,FALSE,,,y
Knight Sight,FALSE,,,y
Knight Trauma,FALSE,,,y
Knight Wound,FALSE,,,y
Knightborn,TRUE,247051,"Knight Aggro Brothers [FID:126FC147] [BKT:06BF0E10] [3] Q3+ D3+ | 475pts | Fearless, Knightborn, ...",n
Lacerate,TRUE,819530,"barb dagger (A1, Lacerate), courtesan's swords (A4, Bane), ghoulish claws (A4, Rending), 12"" medu...",n
Light Fragments,FALSE,,,y
Lightning Fog,FALSE,,,y
Litanies of War,FALSE,,,y
Lust Boon,FALSE,,,y
Lustbound,TRUE,774061,"Ascended Harbinger of Lust [FID:2FD07986] [BKT:2E302FEE] [1] Q3+ D2+ | 385pts | Ambush, Fear(2), ...",n
Lustbound Boost,TRUE,774061,"Ascended Harbinger of Lust [FID:2FD07986] [BKT:2E302FEE] [1] Q3+ D2+ | 385pts | Ambush, Fear(2), ...",n
Lustbound Boost Aura,TRUE,778405,"Harbinger of Lust [FID:2FD07986] [BKT:1D093C62] [1] Q3+ D3+ | 220pts | Ambush Aura, Fear(1), Flyi...",n
Machine-Fog,TRUE,7427206,"Arch Fighter [FID:DF541FF9] [BKT:DC37C45C] [1] Q3+ D2+ | 310pts | Aircraft, Machine-Fog, Tough(6)...",n
Machine-Fog Boost Aura,TRUE,7437514,"High Priest [FID:DF541FF9] [BKT:8549EBCA] [1] Q3+ D3+ | 155pts | Hero, Machine-Fog, Machine-Fog B...",n
Martial Prowess,TRUE,819529,"Court Henchmen [FID:3418A122] [BKT:BE4EC227] [3] Q3+ D4+ | 180pts | Harassing, Martial Prowess",n
Melee Evasion Aura,TRUE,783436,"Boss Champ [FID:30692FBB] [BKT:F11C4CA0] [1] Q4+ D5+ | 65pts | Ambush, Flying, Hero, Melee Evasio...",n
Melee Shrouding Aura,TRUE,285964,"Knight Prime Master [FID:126FC147] [BKT:4C760D87] [1] Q3+ D3+ | 195pts | Fearless, Hero, Knightbo...",n
Melee Slayer,TRUE,260002,"Knight Grave Prime Master [FID:126FC147] [BKT:D32475E3] [1] Q3+ D3+ | 170pts | Fearless, Hero, Kn...",n
Melee Slayer Aura,TRUE,6118540,"Supreme Leader [FID:79EA7B6E] [BKT:5DC50D8A] [1] Q3+ D4+ | 145pts | Ambush, Bounding, Fanatic, Fa...",n
Mend,TRUE,211051,"Chosen Plague Champion [FID:06997C8C] [BKT:5A498FBC] [1] Q3+ D3+ | 130pts | Ambush, Flying, Hero,...",n
Mending Bots,FALSE,,,y
Mind Breaker,FALSE,,,y
Mind Control,TRUE,783199,"Sacred Mirror [FID:2FD07986] [BKT:1D7C7559] [1] Q4+ D4+ | 285pts | Caster(3), Lustbound, Mind Con...",n
Mind Corruption,FALSE,,,y
Mind Gash,FALSE,,,y
Mind Shaper,FALSE,,,y
Mind Vortex,FALSE,,,y
Mind Wound,FALSE,,,0
Mischievous,TRUE,783286,"Artillery Gun [FID:30692FBB] [BKT:0FD677DC] [1] Q5+ D3+ | 205pts | Artillery, Good Shot, Mischiev...",n
Mischievous Boost Aura,TRUE,783766,"Boss Champ [FID:30692FBB] [BKT:3374643D] [1] Q4+ D5+ | 90pts | Ambush, Flying, Hero, Mischievous,...",n
Mob Frenzy,FALSE,,,y
Mobile Artillery,TRUE,404413,"Support Platform [FID:12CCD353] [BKT:A9C1D614] [1] Q3+ D2+ | 300pts | Impact(3), Indirect Mark, M...",n
Morale Debuff,TRUE,3288736,"Colonel Rixxon [FID:5D3C5446] [BKT:44FD7683] [1] Q4+ D5+ | 45pts | Hero, Hold the Line, Morale De...",n
Mutating Inferno,FALSE,,,y
No Retreat Aura,TRUE,395827,"Annihilator Lord [FID:12CCD353] [BKT:27212100] [1] Q3+ D3+ | 215pts | Ambush, Hero, No Retreat Au...",n
No Retreat Buff,TRUE,3295018,"Company Leader [FID:5D3C5446] [BKT:84CEEEA7] [1] Q4+ D5+ | 100pts | Fast, Hero, Hold the Line, Im...",n
Overpowering Lash,FALSE,,,y
Overwhelming Strike,FALSE,,,y
Path of War,FALSE,,,y
Piercing Assault Aura,TRUE,395830,"Annihilator Lord [FID:12CCD353] [BKT:10B9B96F] [1] Q3+ D3+ | 230pts | Ambush, Hero, Piercing Assa...",n
Piercing Bots,FALSE,,,y
Piercing Fighter Aura,TRUE,870826,"Blood Warriors [FID:373C5DC1] [BKT:F50C2B90] [5] Q4+ D4+ | 140pts | Banner, Destructive Frenzy, M...",n
Piercing Growth,TRUE,404662,"Assault Grunts [FID:26070237] [BKT:2FB2F1CB] [10] Q5+ D5+ | 375pts | Fast, Hive Bond, Piercing Gr...",n
Piercing Hunter Aura,TRUE,819718,"Dark Lord [FID:3418A122] [BKT:6D20E30C] [1] Q3+ D4+ | 115pts | Ambush, Flying, Harassing, Hero, P...",n
Piercing Pulse,FALSE,,,y
Piercing Shooter Aura,TRUE,871684,"Champion of War [FID:373C5DC1] [BKT:CDDD1429] [1] Q4+ D4+ | 195pts | Ambush Aura, Destructive Fre...",n
Piercing Shooting Debuff,TRUE,7427218,"Breacher Cyborgs [FID:DF541FF9] [BKT:389FF5B4] [3] Q4+ D3+ | 320pts | Machine-Fog, Piercing Shoot...",n
Piercing Shooting Mark,TRUE,783286,"Artillery Gun [FID:30692FBB] [BKT:0FD677DC] [1] Q5+ D3+ | 205pts | Artillery, Good Shot, Mischiev...",n
Piercing Spotter,TRUE,7082455,"Gliders [FID:BE80C62F] [BKT:16315CD7] [5] Q3+ D4+ | 280pts | Ambush, Crossing Attack(1), Flying, ...",n
Piercing Tag,TRUE,7115065,"Jeep [FID:C8D650B3] [BKT:1E46A20F] [1] Q4+ D2+ | 270pts | Courage Buff, Fast, Fortified, Furious ...",n
Piercing Target,TRUE,3223612,"Great Sister [FID:5CAEEE40] [BKT:AD9F61C4] [1] Q4+ D4+ | 110pts | Guardian, Hero, Piercing Target...",n
Piranha Curse,FALSE,,,y
Plague Boon,FALSE,,,y
Plague Malediction,FALSE,,,y
Plaguebound,TRUE,1,"Chosen Plague Brothers [FID:06997C8C] [BKT:A6002835] [3] Q3+ D3+ | 300pts | Plaguebound, Versatil...",n
Plaguebound Boost,TRUE,214516,"Chosen Plague Champion [FID:06997C8C] [BKT:D4535D80] [1] Q3+ D3+ | 190pts | Hero, Plaguebound, Pl...",n
Plaguebound Boost Aura,TRUE,214516,"Chosen Plague Champion [FID:06997C8C] [BKT:D4535D80] [1] Q3+ D3+ | 190pts | Hero, Plaguebound, Pl...",n
Point-Blank Piercing Aura,TRUE,1088176,"Celestial High Sister [FID:4AF9C84B] [BKT:513384B1] [1] Q3+ D4+ | 100pts | Devout, Hero, Point-Bl...",n
Pow!,FALSE,,,y
Power Beam,FALSE,,,y
Power Bolt,FALSE,,,y
Power Field,FALSE,,,y
Power Maw,FALSE,,,y
Power Surge,FALSE,,,y
Precision Attacks Buff,TRUE,6681892,"Plague Harvester [FID:942ACDB6] [BKT:C72565F0] [1] Q4+ D4+ | 115pts | Caster(1), Fortified Growth...",n
Precision Charge Aura,TRUE,6789985,"Rurthdeg [FID:968D6C84] [BKT:BFBA8509] [1] Q4+ D5+ | 65pts | Bad Shot, Ferocious, Hero, Precision...",n
Precision Debuff,TRUE,7438138,"Abomination [FID:E1E77FAF] [BKT:9E59AB21] [1] Q3+ D2+ | 355pts | Fear(2), Infected, Precision Deb...",n
Precision Fighter Aura,TRUE,799171,"Champ [FID:30692FBB] [BKT:35D53694] [1] Q5+ D6+ | 55pts | Ambush, Flying, Good Shot, Hero, Mischi...",n
Precision Fighter Buff,TRUE,1139632,"Procession Altar [FID:4AF9C84B] [BKT:E7226629] [1] Q4+ D2+ | 395pts | Casting Debuff, Courage Buf...",n
Precision Fighting Mark,TRUE,851998,"Engine of Suffering [FID:3418A122] [BKT:CA392D0C] [1] Q4+ D2+ | 195pts | Fear(1), Fearless, Haras...",n
Precision Growth,TRUE,7438270,"Crazed Ravens [FID:E1E77FAF] [BKT:DB5B38C1] [3] Q5+ D5+ | 105pts | Flying, Infected, Precision Gr...",n
Precision Shooter Aura,TRUE,6088165,"Clan Handler [FID:701035C7] [BKT:D9887B7C] [1] Q5+ D5+ | 75pts | Hero, Precision Shooter Aura, Sc...",n
Precision Shooter Buff,TRUE,3293578,"Company Leader [FID:5D3C5446] [BKT:8AD1476F] [1] Q4+ D5+ | 100pts | Fast, Hero, Hold the Line, Im...",n
Precision Shooting Mark,TRUE,6112549,"Attack Vehicle [FID:79EA7B6E] [BKT:06388C18] [1] Q4+ D2+ | 220pts | Fanatic, Fast, Impact(3), Pre...",n
Precision Spotter,TRUE,888940,"Battle Suit Elite [FID:43D77BF7] [BKT:8CD1CF8F] [1] Q4+ D3+ | 300pts | Ambush, Flying, Hero, Prec...",n
Precision Tag,TRUE,7441285,"Elite Veteran [FID:EB511507] [BKT:60E44885] [1] Q4+ D4+ | 140pts | Ambush, Crossing Attack(1), Fl...",n
Precision Target,TRUE,880330,"Gecko Champion [FID:40F5F8EB] [BKT:B59D1EB2] [1] Q5+ D5+ | 150pts | Ambush, Fast, Flying, Heavy I...",n
Primal,TRUE,879259,"Ankylosaurus [FID:40F5F8EB] [BKT:592B2190] [1] Q4+ D2+ | 625pts | Ambush Beacon, Bane Mark, Fear(...",n
Primal Boost Buff,TRUE,879334,"Dread Titan [FID:40F5F8EB] [BKT:0A9D8AD1] [1] Q3+ D2+ | 1105pts | Fear(4), Fearless, Impact(6), P...",n
Protection Feat,TRUE,879346,"Frog-Mage [FID:40F5F8EB] [BKT:906FB7CF] [1] Q3+ D3+ | 265pts | Caster(3), Fear(1), Fearless, Fort...",n
Protective Dome,FALSE,,,0
Psy-Adrenaline,FALSE,,,y
Psy-Destruction,FALSE,,,y
Psy-Hunter,FALSE,,,y
Psy-Injected Courage,FALSE,,,y
Psychic Blast,FALSE,,,y
Psychic Onslaught,FALSE,,,y
Psychic Stabilization,FALSE,,,y
Psychic Terror,FALSE,,,y
Psychic Vomit,FALSE,,,y
Puncture,TRUE,1145897,"5x tasers (A1), 4x 18"" laser guns (A1, Puncture), 24"" heavy laser gun (A1, Deadly(3), Puncture)",n
Purge the Impure,FALSE,,,y
Quake,TRUE,6114242,"24"" heavy quake cannon (A2, Blast(3), Rending), 30"" heavy machinegun (A3, AP(1))",n
Quake when Shooting,TRUE,7259809,"Sniper Team [FID:CD802E72] [BKT:A85826B4] [3] Q4+ D5+ | 165pts | Quake when Shooting, Scout, Slow...",n
Quick Readjustment,TRUE,6101248,"Saboteurs [FID:701035C7] [BKT:581B7389] [5] Q5+ D5+ | 285pts | Quick Readjustment, Reinforcement,...",n
Quick Shot Aura,TRUE,788716,"Boss Champ [FID:30692FBB] [BKT:2E573AFB] [1] Q4+ D5+ | 145pts | Hero, Mischievous, Quick Shot Aur...",n
Quick Shot Mark,TRUE,774313,"Ascended Harbinger of Lust [FID:2FD07986] [BKT:4A72477B] [1] Q3+ D2+ | 400pts | Ambush, Fear(2), ...",n
Quill Blast,FALSE,,,y
Raiding Drugs,FALSE,,,y
Ranged Shrouding Aura,TRUE,3223978,"Jetpack Brothers [FID:5CAEEE40] [BKT:0CE1F0B8] [3] Q3+ D2+ | 445pts | Ambush, Fearless, Flying, G...",n
Ranged Slayer Aura,TRUE,888940,"Battle Suit Elite [FID:43D77BF7] [BKT:8CD1CF8F] [1] Q4+ D3+ | 300pts | Ambush, Flying, Hero, Prec...",n
Rapid Advance Aura,TRUE,1145902,"Captain Lyao [FID:4E816365] [BKT:5340F6CC] [1] Q3+ D4+ | 100pts | Clan Warrior, Hero, Rapid Advan...",n
Rapid Advance Buff,TRUE,3295198,"Company Leader [FID:5D3C5446] [BKT:EFFDFEBE] [1] Q4+ D5+ | 85pts | Fast, Hero, Hold the Line, Imp...",n
Rapid Ambush,TRUE,5730409,"Dark Destroyers [FID:640B87B9] [BKT:E9C22134] [3] Q3+ D3+ | 405pts | Courage Aura, Darkborn, Fear...",n
Rapid Blink,TRUE,6101713,"Fool Champion [FID:798E6E5D] [BKT:9E2E1F76] [1] Q5+ D5+ | 65pts | Evasive, Furious, Hero, Rapid B...",n
Rapid Blink Boost Aura,TRUE,6106711,"Master Jester [FID:798E6E5D] [BKT:F30900F5] [1] Q3+ D5+ | 145pts | Ambush, Ambush Re-Deployment, ...",n
Rapid Charge Aura,TRUE,409201,"Grunt Veteran [FID:26070237] [BKT:AB5EEE76] [1] Q5+ D5+ | 50pts | Agile, Ambush, Flying, Hero, Hi...",n
Rapid Mutation,FALSE,,,y
Rapid Putrefaction,FALSE,,,y
Rapid Rush Aura,TRUE,248428,"Knight Elite Raider [FID:126FC147] [BKT:03708617] [1] Q4+ D4+ | 80pts | Ambush, Fearless, Furious...",n
Ravage,TRUE,258652,Knight Grave Prime Master [FID:126FC147] [BKT:10342376] [1] Q3+ D3+ | 180pts | Bane when Shooting...,n
Re-Deployment,TRUE,248548,"Knight Elite Raider [FID:126FC147] [BKT:3B0626B2] [1] Q4+ D4+ | 110pts | Ambush, Fearless, Furiou...",n
Re-Position Artillery,TRUE,286444,"Knight Prime Master [FID:126FC147] [BKT:AD4DFF8D] [1] Q3+ D3+ | 200pts | Fearless, Hero, Knightbo...",n
Reanimation Aura,TRUE,401749,"Robot Lord [FID:12CCD353] [BKT:6D1F968C] [1] Q3+ D3+ | 95pts | Ambush, Flying, Hero, Reanimation ...",n
Reap,TRUE,77,"3x ccws (A1), dual energy claws (A4, Rending), energy fist (A2, AP(4)), energy sword (A2, AP(1), ...",n
Regeneration Aura,TRUE,247156,"Knight Assault Prime Brothers [FID:126FC147] [BKT:47F188B6] [5] Q3+ D3+ | 345pts | Ambush, Fearle...",n
Regeneration Buff,TRUE,854056,"Leech Engine [FID:3418A122] [BKT:A44B84F5] [1] Q4+ D2+ | 275pts | Fear(1), Fearless, Harassing, P...",n
Regenerative Strength,TRUE,851998,"Engine of Suffering [FID:3418A122] [BKT:CA392D0C] [1] Q4+ D2+ | 195pts | Fear(1), Fearless, Haras...",n
Reinforced,TRUE,247051,"Knight Aggro Brothers [FID:126FC147] [BKT:06BF0E10] [3] Q3+ D3+ | 475pts | Fearless, Knightborn, ...",n
Reinforcement,TRUE,6095389,"Elite Operators [FID:701035C7] [BKT:1EB5DF90] [5] Q4+ D4+ | 385pts | Fearless, Reinforcement, Scurry",n
Relentless Aura,TRUE,232348,"Plague Cultist Champion [FID:06997C8C] [BKT:F3C3B2C3] [1] Q5+ D5+ | 65pts | Hero, Plaguebound, Re...",n
Relentless Mark,TRUE,3287752,"Armored Truck [FID:5D3C5446] [BKT:2FE8006A] [1] Q4+ D2+ | 275pts | Fast, Hold the Line, Impact(3)...",n
Rending in Melee Aura,TRUE,6674962,"Champion of Plague [FID:942ACDB6] [BKT:474779AE] [1] Q4+ D4+ | 165pts | Ambush Aura, Fortified Gr...",n
Rending in Melee Mark,TRUE,6682825,"Beast Titan [FID:968D6C84] [BKT:6749A4DA] [1] Q4+ D2+ | 1075pts | Caster(2), Ferocious, Impact(5)...",n
Rending when Shooting Aura,TRUE,879382,"Frog-Mage [FID:40F5F8EB] [BKT:069AF5F7] [1] Q3+ D3+ | 290pts | Caster(3), Fear(1), Fearless, Fort...",n
Repel Ambushers,TRUE,402589,"Robot Lord [FID:12CCD353] [BKT:B90C3FE3] [1] Q3+ D3+ | 85pts | Hero, Reanimation Aura, Repel Ambu...",n
Resistance Aura,TRUE,210358,"Chosen Plague Champion [FID:06997C8C] [BKT:2587A984] [1] Q3+ D3+ | 120pts | Ambush, Flying, Hero,...",n
Retaliate,TRUE,259102,Knight Grave Prime Master [FID:126FC147] [BKT:0EFA533B] [1] Q3+ D3+ | 175pts | Bane in Melee Aura...,n
Righteous Fury,FALSE,,,0
Righteous Wrath,FALSE,,,y
Rot Wave,FALSE,,,y
Ruinous Frenzy,TRUE,819598,"Dark Lord [FID:3418A122] [BKT:D34C2A23] [1] Q3+ D4+ | 85pts | Ambush, Flying, Harassing, Hero, Me...",n
Scout Aura,TRUE,209665,"Chosen Plague Champion [FID:06997C8C] [BKT:80E0959A] [1] Q3+ D3+ | 110pts | Ambush, Flying, Hero,...",n
Scrapper,TRUE,854252,"3x ccws (A1), energy sword (A2, AP(1), Rending), 12"" scrapper (A1, Blast(3), Reliable), 12"" sgt. ...",n
Scrapper Boost Aura,TRUE,7441345,"Elite Veteran [FID:EB511507] [BKT:D702E1FF] [1] Q4+ D4+ | 140pts | Ambush, Crossing Attack(1), Fl...",n
Scratch,TRUE,7441142,"3x ccws (A1), 2x 24"" hunting rifle (A1, Reliable, Scratch, Takedown), 30"" heavy machineguns (A3, ...",n
Scurry,TRUE,6087505,"Burrower Tank [FID:701035C7] [BKT:F04E6DEB] [1] Q4+ D2+ | 455pts | Ambush, Defense Debuff, Fast, ...",n
Scurry Boost Aura,TRUE,6087949,"Clan Handler [FID:701035C7] [BKT:7451CFCD] [1] Q5+ D5+ | 55pts | Hero, Scout, Scurry, Scurry Boos...",n
Searing Admonition,FALSE,,,y
Searing Burst,FALSE,,,y
Searing Shrapnel,FALSE,,,y
Self-Destruct,TRUE,767824,"Massive Spores [FID:26070237] [BKT:50BB11AF] [3] Q6+ D6+ | 145pts | No Retreat, Self-Destruct(6),...",n
Self-Repair,TRUE,395827,"Annihilator Lord [FID:12CCD353] [BKT:27212100] [1] Q3+ D3+ | 215pts | Ambush, Hero, No Retreat Au...",n
Self-Repair Boost Buff,TRUE,401374,"Forge Spider [FID:12CCD353] [BKT:639409AB] [1] Q4+ D3+ | 285pts | Ambush, Self-Repair, Self-Repai...",n
Serpent Comet,FALSE,,,y
Shadow Dance,FALSE,,,y
Shatter,TRUE,774065,"great perfect sword (A6, Shatter), stomp (A4, AP(1)), 12"" great arm-crossbow (A8, Surge)",n
Shattering Curse,FALSE,,,y
Shield Breaker,FALSE,,,y
Shielded Aura,TRUE,409216,"Grunt Veteran [FID:26070237] [BKT:2F69961C] [1] Q5+ D5+ | 55pts | Agile, Ambush, Flying, Hero, Hi...",n
Shifting Form,FALSE,,,y
Shock Speed,FALSE,,,y
Shred Mark,TRUE,3192406,"Custodian Assault Walker [FID:5CAEEE40] [BKT:79D1A6D6] [1] Q3+ D2+ | 480pts | Fear(2), Fearless, ...",n
Shred in Melee Aura,TRUE,1084126,"Celestial High Sister [FID:4AF9C84B] [BKT:D6683601] [1] Q3+ D4+ | 115pts | Ambush, Devout, Flying...",n
Shred when Shooting Aura,TRUE,2444473,"Watch Captain Brother [FID:4E8C4EA1] [BKT:EB48B0EE] [1] Q3+ D3+ | 140pts | Ambush, Fearless, Flyi...",n
Shroud Field,FALSE,,,y
Shrouding Incense,FALSE,,,y
Skewer,TRUE,412388,"piercing spike (A1, AP(2), Deadly(3)), razor claws (A2), razor whip (A2, Bane, Precise), serrated...",n
Sky Blaze,FALSE,,,y
Slam,TRUE,77,"3x ccws (A1), dual energy claws (A4, Rending), energy fist (A2, AP(4)), energy sword (A2, AP(1), ...",n
Slash,TRUE,404621,"piercing claws (A1, AP(1), Deadly(3)), 8x razor claws (A2), slashing claws (A2, AP(1), Rending)",n
Slayer Mark,TRUE,6101731,"Heavy Jetbike [FID:798E6E5D] [BKT:33DF5168] [1] Q3+ D2+ | 325pts | Evasive, Fast, Furious, Impact...",n
Smiting Rune,FALSE,,,y
Snake Bite,FALSE,,,y
Soul Spear,FALSE,,,y
Spawn,TRUE,401374,"Forge Spider [FID:12CCD353] [BKT:639409AB] [1] Q4+ D3+ | 285pts | Ambush, Self-Repair, Self-Repai...",n
Speed Buff,TRUE,6112561,"Attack Vehicle [FID:79EA7B6E] [BKT:EBECE021] [1] Q4+ D2+ | 205pts | Fanatic, Fast, Impact(3), Spe...",n
Speed Debuff,TRUE,7208782,"APC [FID:CD802E72] [BKT:54094976] [1] Q4+ D2+ | 245pts | Fast, Impact(3), Speed Debuff, Sturdy, T...",n
Speed Feat Aura,TRUE,6797368,"Ultra Veterans [FID:968D6C84] [BKT:31495064] [3] Q3+ D4+ | 315pts | Bad Shot, Ferocious, Rending ...",n
Spell Accumulator,TRUE,859807,"Champion of Change [FID:36064B09] [BKT:6E8C88E9] [1] Q4+ D4+ | 155pts | Ambush Aura, Changebound,...",n
Spell Conduit,TRUE,769345,"Psycho-Grunts [FID:26070237] [BKT:87BE69EF] [10] Q5+ D5+ | 170pts | Agile, Hive Bond, Resistance,...",n
Spirit Power,FALSE,,,y
Spirit Resolve,FALSE,,,y
Split,TRUE,861973,"Change Horrors [FID:36064B09] [BKT:2CB30622] [5] Q4+ D4+ | 215pts | Banner, Changebound, Musician...",n
Spread Plague,FALSE,,,y
Steadfast,TRUE,218029,"Plague Bikers [FID:06997C8C] [BKT:F684832B] [3] Q3+ D3+ | 310pts | Fast, Plaguebound, Steadfast B...",n
Steadfast Aura,TRUE,3202630,"Custodian Brothers [FID:5CAEEE40] [BKT:6A2915A5] [3] Q3+ D2+ | 355pts | Fearless, Guardian, Stead...",n
Steadfast Buff,TRUE,218029,"Plague Bikers [FID:06997C8C] [BKT:F684832B] [3] Q3+ D3+ | 310pts | Fast, Plaguebound, Steadfast B...",n
Stealth Aura,TRUE,401359,"Echo-3G01 [FID:12CCD353] [BKT:46CFFD56] [1] Q3+ D3+ | 85pts | Caster(1), Hero, Self-Repair, Slow,...",n
Stealth Buff,TRUE,410371,"Hive Burrower [FID:26070237] [BKT:A6842354] [1] Q4+ D2+ | 575pts | Ambush, Fear(3), Fearless, Hiv...",n
Storm of Change,TRUE,859051,"Avatar of Change [FID:36064B09] [BKT:03C8D19A] [1] Q2+ D2+ | 880pts | Ambush, Changebound, Fear(3...",n
Storm of Lust,TRUE,775321,"Avatar of Lust [FID:2FD07986] [BKT:CEAA2943] [1] Q2+ D2+ | 805pts | Ambush, Fear(3), Fearless, He...",n
Storm of Plague,TRUE,6674206,"Avatar of Plague [FID:942ACDB6] [BKT:D9633B78] [1] Q2+ D2+ | 855pts | Ambush, Fear(3), Fearless, ...",n
Storm of Power,FALSE,,,y
Storm of War,TRUE,869746,"Avatar of War [FID:373C5DC1] [BKT:998470E9] [1] Q2+ D2+ | 835pts | Ambush, Fear(3), Fearless, Fly...",n
Strafing,TRUE,769409,"spore bombs (A1, Blast(6), Shred, Strafing), 12"" caustic cannon (A2, Blast(3), Reliable)",n
Strider Aura,TRUE,782605,"Lust Warriors [FID:2FD07986] [BKT:3341279E] [5] Q4+ D4+ | 165pts | Banner, Lustbound, Musician, R...",n
Sturdy,TRUE,7208782,"APC [FID:CD802E72] [BKT:54094976] [1] Q4+ D2+ | 245pts | Fast, Impact(3), Speed Debuff, Sturdy, T...",n
Sturdy Boost Aura,FALSE,,,0
Surprise Attack,TRUE,410371,"Hive Burrower [FID:26070237] [BKT:A6842354] [1] Q4+ D2+ | 575pts | Ambush, Fear(3), Fearless, Hiv...",n
Surprise Piercing Shot,TRUE,404389,"Snipers [FID:12CCD353] [BKT:F2F06F93] [3] Q4+ D4+ | 245pts | Indirect Mark, Self-Repair, Slow, Su...",n
Swift,TRUE,401446,"Guardians [FID:12CCD353] [BKT:F1D1D86E] [5] Q3+ D3+ | 310pts | Ambush, Flying, Self-Repair, Slow,...",n
Swift Aura,TRUE,7208956,"Berserker Veteran [FID:CD802E72] [BKT:B25B4BF9] [1] Q4+ D5+ | 95pts | Devastating Frenzy, Fearles...",n
Swift Buff,TRUE,404413,"Support Platform [FID:12CCD353] [BKT:A9C1D614] [1] Q3+ D2+ | 300pts | Impact(3), Indirect Mark, M...",n
System Takeover,FALSE,,,y
Takedown Strike,TRUE,770989,"Shadow Hunter [FID:26070237] [BKT:B902F5D9] [1] Q3+ D4+ | 170pts | Fear(1), Hive Bond, Infiltrate...",n
Targeting Visor,TRUE,888940,"Battle Suit Elite [FID:43D77BF7] [BKT:8CD1CF8F] [1] Q4+ D3+ | 300pts | Ambush, Flying, Hero, Prec...",n
Targeting Visor Boost Aura,TRUE,889345,"Battle Suit Elite [FID:43D77BF7] [BKT:CFAA25F0] [1] Q4+ D3+ | 275pts | Ambush, Flying, Hero, Prec...",n
Tear,TRUE,3192386,"30"" twin bolt cannon (A6, AP(1)), 36"" twin accelerator (A6, Tear)",n
Tech-Sickness,FALSE,,,y
Teleport,TRUE,867895,"Swiftclaw [FID:36064B09] [BKT:6205302C] [1] Q4+ D4+ | 105pts | Changebound, Hero, Teleport Aura, ...",n
Teleport Aura,TRUE,867895,"Swiftclaw [FID:36064B09] [BKT:6205302C] [1] Q4+ D4+ | 105pts | Changebound, Hero, Teleport Aura, ...",n
Terrifying Fury,FALSE,,,y
Terror Seeker,FALSE,,,y
The Founder's Curse,FALSE,,,y
Thrash,TRUE,7083353,"30"" light cluster cannon (A1, Precise, Thrash), 30"" pintle-machinegun (A2, AP(1))",n
Thrust in Melee Aura,TRUE,7438282,"Great Hunter [FID:E1E77FAF] [BKT:B2350DAB] [1] Q3+ D4+ | 90pts | Ambush, Hero, Infected, Strider,...",n
Thunderous Mist,FALSE,,,y
Total Seizure,FALSE,,,y
Toxin Mist,FALSE,,,y
Triangulation Bots,FALSE,,,y
Unpredictable,TRUE,217981,Greater Plague Mutated [FID:06997C8C] [BKT:3A623FFC] [3] Q3+ D4+ | 265pts | Dangerous Terrain Deb...,n
Unpredictable Fighter,TRUE,217981,Greater Plague Mutated [FID:06997C8C] [BKT:3A623FFC] [3] Q3+ D4+ | 265pts | Dangerous Terrain Deb...,n
Unpredictable Fighter Aura,TRUE,254152,"Knight Grave Prime Master [FID:126FC147] [BKT:DF91E25B] [1] Q3+ D3+ | 190pts | Ambush, Fearless, ...",n
Unpredictable Fighter Mark,TRUE,412387,"Hive Guardians [FID:26070237] [BKT:2BEF0A7F] [3] Q3+ D3+ | 405pts | Hive Bond, Relentless, Tough(...",n
Unpredictable Shooter,TRUE,6693550,"Orc Leader [FID:968D6C84] [BKT:90D84545] [1] Q4+ D5+ | 110pts | Ambush, Bad Shot, Ferocious, Flyi...",n
